video_id,title,description,publishedAt,tags,categoryId,duration,viewCount,likeCount,commentCount,Duration_in_sec,SubjectList,Subject,Exam_type,Exam,Typelist,Type,classlist,class,,Batch,Teacherlist,Teachers
nvUY0DViu8A,Excretory System 01 | Chapter 19 |  Structure of Kidney and Nephron | Class 11 | NEET | Pace Series|,"Watch Ad Free Videos ( Completely FREE ) on Physicswallah App(https://bit.ly/2SHIPW6).
Download the App from Google Play Store.
Download Lecture Notes From Physicswallah App(https://bit.ly/2SHIPW6)
Notes Available at Home Page of the App(Home--Pace)

PACE - Class 11th : 

Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Duration:-3months (Nov 2020 - Feb 2021)
Free Batch Exclusive on our YouTube Channel:PhysicsWallah-Alakh Pandey

Batch Details

1)Best Faculties across India for different Subject/Topics.
2)Complete & Relevant Syllabus Coverage of Class-11th within 3 Months- Fastrack Nov 20,2020-Feb 20,2021
3)Monday-Sunday :  scheduled Classes everyday ( for each Physics, Chemistry,Mthematics & Biology)
4)FREE videos without ad available on app
5)Notes  Link on Description

Physics:Tues,Wed,Thur,Fri,Sat : 3:00 pm
Chemistry: Physical & Inorganic Chem: Mon,Tue,Wed,Thur,Fri:7:00 pm|| Organic Chemistry:Sat,Sun : 9:00 pm 
Mathematics:Wed,Thur,Fri,Sat,Sun: 5:00 pm
Biology:Wed,Thur,Fri,Sat,Sun: 10:00 am

4)Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Lakshya Batch-Complete Physics for Class 12th BOARDS/JEE MAIN/NEET
Yakeen Batch-Complete Fastrack Course(11th & 12th) for NEET
Accelerate Batch-Complete Fastrack Course of PCMB for Boards/NEET/JEE Mains
Prayas Batch-Complete Fastrack Course of PCM for JEE Mains &JEE Advanced

For more Details of the Batches visit PhysicsWallah App(https://bit.ly/2SHIPW6)


Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6",2020-12-07T15:30:05Z,"excetory system 01 physicswallah,excretory system physicswallah,class 11 biology,class 11 zoology,neet syllabus biology,neet 2022,class 11 bio chapter 19,chapter 19,excretory products and their elimination,structure of kidney,structure of nephron,tina maam,tina maam physicswallah,cbse class 11,tina maam pace series,neet biology,neet zoology,structure of kidney physicswallah,tina chopra,structure of kidney class 11,function of kidney,anatomy of kidney",27,PT59M7S,1327897,35320,3076,3540,,Series,,NEET,,Others,,Others,,Others,,
#NAME?,Some Basic Concept of Chemistry 06 | Mole Concept Part 2 | Class 11 | IIT JEE | NEET,"Watch Ad Free Videos ( Completely FREE ) on Physicswallah App(https://bit.ly/2SHIPW6).
Download the App from Google Play Store.
Download Lecture Notes From Physicswallah App(https://bit.ly/2SHIPW6)
Notes Available at Home Page of the App(Home--Pace)

PACE - Class 11th : 

Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Duration:-3months (Nov 2020 - Feb 2021)
Free Batch Exclusive on our YouTube Channel:PhysicsWallah-Alakh Pandey

Batch Details

1)Best Faculties across India for different Subject/Topics.
2)Complete & Relevant Syllabus Coverage of Class-11th within 3 Months- Fastrack Nov 20,2020-Feb 20,2021
3)Monday-Sunday :  scheduled Classes everyday ( for each Physics, Chemistry,Mthematics & Biology)
4)FREE videos without ad available on app
5)Notes  Link on Description

Physics:Tues,Wed,Thur,Fri,Sat : 3:00 pm
Chemistry: Physical & Inorganic Chem: Mon,Tue,Wed,Thur,Fri:7:00 pm|| Organic Chemistry:Sat,Sun : 9:00 pm 
Mathematics:Wed,Thur,Fri,Sat,Sun: 5:00 pm
Biology:Wed,Thur,Fri,Sat,Sun: 10:00 am

4)Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Lakshya Batch-Complete Physics for Class 12th BOARDS/JEE MAIN/NEET
Yakeen Batch-Complete Fastrack Course(11th & 12th) for NEET
Accelerate Batch-Complete Fastrack Course of PCMB for Boards/NEET/JEE Mains
Prayas Batch-Complete Fastrack Course of PCM for JEE Mains &JEE Advanced

For more Details of the Batches visit PhysicsWallah App(https://bit.ly/2SHIPW6)


Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6",2020-12-07T13:30:01Z,"some basic concepts of chemistry physicswallah,chapter 01 chemistry pace series,pace series,pace batch,chapter 01 some basic concepts of chemistry,class 11th chemistry,amit sir physicswallah,amit sir pace series,jee,neet,amit sir pw,class 11 chapter 01,basic concepts of chemistry,class 11 chemistry chapter 01,basic concepts of chemistry class 11,mole concept,mole concept physicswallah,class 11 mole concept,mole concept pace series physicswallah",27,PT43M36S,450438,12052,1279,2616,,Others,,NEET,,Others,,Others,,Others,,
#NAME?,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
Pz-mL_5JRZ8,Circulatory System 05 | ECG | Heart Disorders | Lymphatic System | Class 11 | NEET | PACE SERIES,"Watch Ad Free Videos ( Completely FREE ) on Physicswallah App(https://bit.ly/2SHIPW6).
Download the App from Google Play Store.
Download Lecture Notes From Physicswallah App(https://bit.ly/2SHIPW6)
Notes Available at Home Page of the App(Home--Pace)

PACE - Class 11th : 

Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Duration:-3months (Nov 2020 - Feb 2021)
Free Batch Exclusive on our YouTube Channel:PhysicsWallah-Alakh Pandey

Batch Details

1)Best Faculties across India for different Subject/Topics.
2)Complete & Relevant Syllabus Coverage of Class-11th within 3 Months- Fastrack Nov 20,2020-Feb 20,2021
3)Monday-Sunday :  scheduled Classes everyday ( for each Physics, Chemistry,Mthematics & Biology)
4)FREE videos without ad available on app
5)Notes  Link on Description

Physics:Tues,Wed,Thur,Fri,Sat : 3:00 pm
Chemistry: Physical & Inorganic Chem: Mon,Tue,Wed,Thur,Fri:7:00 pm|| Organic Chemistry:Sat,Sun : 9:00 pm 
Mathematics:Wed,Thur,Fri,Sat,Sun: 5:00 pm
Biology:Wed,Thur,Fri,Sat,Sun: 10:00 am

4)Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Lakshya Batch-Complete Physics for Class 12th BOARDS/JEE MAIN/NEET
Yakeen Batch-Complete Fastrack Course(11th & 12th) for NEET
Accelerate Batch-Complete Fastrack Course of PCMB for Boards/NEET/JEE Mains
Prayas Batch-Complete Fastrack Course of PCM for JEE Mains &JEE Advanced

For more Details of the Batches visit PhysicsWallah App(https://bit.ly/2SHIPW6)


Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6",2020-12-06T15:30:01Z,"biology physicswallah,class 11 biology physicswallah,tina maam,tina maam physicswallah,zoology,neet biology by tina maam,class 11 biology chapter 18,biology pace series,neet circulatory system,neet 2022,neet zoology,circulatory system 05,circulatory system by tina maam,circulatory system pace series,ciculatory system pace physicswallah,ECG,heart disorders,lymphatic system,regulation of heart attack,heart disorder physicswallah tina maam",27,PT1H12M48S,614509,17711,1710,768,,Series,,NEET,,Others,,Others,,Others,,
anqu3ul9WiI,Trigonometric Functions 01 | Introduction | Basics of Angle and Trigonometry | Class 11 | IIT JEE,"Watch Ad Free Videos ( Completely FREE ) on Physicswallah App(https://bit.ly/2SHIPW6).
Download the App from Google Play Store.
Download Lecture Notes From Physicswallah App(https://bit.ly/2SHIPW6)
Notes Available at Home Page of the App(Home--Pace)

PACE - Class 11th : 

Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Duration:-3months (Nov 2020 - Feb 2021)
Free Batch Exclusive on our YouTube Channel:PhysicsWallah-Alakh Pandey

Batch Details

1)Best Faculties across India for different Subject/Topics.
2)Complete & Relevant Syllabus Coverage of Class-11th within 3 Months- Fastrack Nov 20,2020-Feb 20,2021
3)Monday-Sunday :  scheduled Classes everyday ( for each Physics, Chemistry,Mthematics & Biology)
4)FREE videos without ad available on app
5)Notes  Link on Description

Physics:Tues,Wed,Thur,Fri,Sat : 3:00 pm
Chemistry: Physical & Inorganic Chem: Mon,Tue,Wed,Thur,Fri:7:00 pm|| Organic Chemistry:Sat,Sun : 9:00 pm 
Mathematics:Wed,Thur,Fri,Sat,Sun: 5:00 pm
Biology:Wed,Thur,Fri,Sat,Sun: 10:00 am

4)Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Lakshya Batch-Complete Physics for Class 12th BOARDS/JEE MAIN/NEET
Yakeen Batch-Complete Fastrack Course(11th & 12th) for NEET
Accelerate Batch-Complete Fastrack Course of PCMB for Boards/NEET/JEE Mains
Prayas Batch-Complete Fastrack Course of PCM for JEE Mains &JEE Advanced

For more Details of the Batches visit PhysicsWallah App(https://bit.ly/2SHIPW6)


Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6",2020-12-06T11:30:00Z,"class 11 chapter 3 maths,trigonometry physicswallah,basics of angle,trigonometric functions 01,trigonometric functions physicswallah,trignometry class 11,trignometry by aman sir,trigonometry,jee 2022,class 11 chapter 03 maths pace series,aman sir,aman sir pace series,trigonometry for jee,basics of trigonometry,bhannat,sets & functions,pw app,class 11 maths,class 11 maths pace series,aman sir physicswallah,aman sir pw",27,PT54M47S,4030985,107100,5618,3287,,Others,,JEE,,Others,,Others,,Others,,
AyJbvaG21uA,IUPAC 05 | Naming of Bicyclo and Spiro Compounds | Class 11 | NEET | PACE SERIES |,"Watch Ad Free Videos ( Completely FREE ) on Physicswallah App(https://bit.ly/2SHIPW6).
Download the App from Google Play Store.
Download Lecture Notes From Physicswallah App(https://bit.ly/2SHIPW6)
Notes Available at Home Page of the App(Home--Pace)

PACE - Class 11th : 

Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Duration:-3months (Nov 2020 - Feb 2021)
Free Batch Exclusive on our YouTube Channel:PhysicsWallah-Alakh Pandey

Batch Details

1)Best Faculties across India for different Subject/Topics.
2)Complete & Relevant Syllabus Coverage of Class-11th within 3 Months- Fastrack Nov 20,2020-Feb 20,2021
3)Monday-Sunday :  scheduled Classes everyday ( for each Physics, Chemistry,Mthematics & Biology)
4)FREE videos without ad available on app
5)Notes  Link on Description

Physics:Tues,Wed,Thur,Fri,Sat : 3:00 pm
Chemistry: Physical & Inorganic Chem: Mon,Tue,Wed,Thur,Fri:7:00 pm|| Organic Chemistry:Sat,Sun : 9:00 pm 
Mathematics:Wed,Thur,Fri,Sat,Sun: 5:00 pm
Biology:Wed,Thur,Fri,Sat,Sun: 10:00 am

4)Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Lakshya Batch-Complete Physics for Class 12th BOARDS/JEE MAIN/NEET
Yakeen Batch-Complete Fastrack Course(11th & 12th) for NEET
Accelerate Batch-Complete Fastrack Course of PCMB for Boards/NEET/JEE Mains
Prayas Batch-Complete Fastrack Course of PCM for JEE Mains &JEE Advanced

For more Details of the Batches visit PhysicsWallah App(https://bit.ly/2SHIPW6)


Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6",2020-12-06T04:30:00Z,"iupac,iupace 05,nomenclature,physicswallah nomenclature,pace series,naming of bicyclo compounds,tips and tricks,pankaj sir,pankaj sir physicswallah,organic chamistry,physicswallah organic chemistry,class 11 iupac,jee neet,iupac for jee,iupac for neet,organic chemistry jee,organic chemistry neet,pace iupac,class 11 chemistry,class 11 chapter 12 chemistry,11 chapter 12 chemistry physicswallah,naming of bicyclo & spiro compounds physicswallah",27,PT1H10M47S,1231668,28405,2012,647,,Series,,NEET,,Others,,Others,,Others,,
xwt-uHiFpuA,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
7ikr-PYE2aQ,Relation and Function - 09 | Algebra of functions | Functional Equations | JEE Problems | Class 11 |,"Watch Ad Free Videos ( Completely FREE ) on Physicswallah App(https://bit.ly/2SHIPW6).
Download the App from Google Play Store.
Download Lecture Notes From Physicswallah App(https://bit.ly/2SHIPW6)
Notes Available at Home Page of the App(Home--Pace)

PACE - Class 11th : 

Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Duration:-3months (Nov 2020 - Feb 2021)
Free Batch Exclusive on our YouTube Channel:PhysicsWallah-Alakh Pandey

Batch Details

1)Best Faculties across India for different Subject/Topics.
2)Complete & Relevant Syllabus Coverage of Class-11th within 3 Months- Fastrack Nov 20,2020-Feb 20,2021
3)Monday-Sunday :  scheduled Classes everyday ( for each Physics, Chemistry,Mthematics & Biology)
4)FREE videos without ad available on app
5)Notes  Link on Description

Physics:Tues,Wed,Thur,Fri,Sat : 3:00 pm
Chemistry: Physical & Inorganic Chem: Mon,Tue,Wed,Thur,Fri:7:00 pm|| Organic Chemistry:Sat,Sun : 9:00 pm 
Mathematics:Wed,Thur,Fri,Sat,Sun: 5:00 pm
Biology:Wed,Thur,Fri,Sat,Sun: 10:00 am

4)Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Lakshya Batch-Complete Physics for Class 12th BOARDS/JEE MAIN/NEET
Yakeen Batch-Complete Fastrack Course(11th & 12th) for NEET
Accelerate Batch-Complete Fastrack Course of PCMB for Boards/NEET/JEE Mains
Prayas Batch-Complete Fastrack Course of PCM for JEE Mains &JEE Advanced

For more Details of the Batches visit PhysicsWallah App(https://bit.ly/2SHIPW6)


Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6",2020-12-05T11:30:02Z,"relation and function,relation and function class 12,relation and function by aman sir physicswallah,aman sir videos,aman sir maths,aman sir physicswallah,class 11 maths,class 11 chapter 02 maths,maths chapter 02,maths physicswallah,pace series,relation and function 07,relation and function notes,jee 2022,bhanaat maya,class 11 functions,class 11 functions physicswallah,functions physicswallah,algebra of functions,functional equations,function jee problem",27,PT53M28S,472573,13015,1874,3208,,Others,,JEE,,Others,,Others,,Others,,
mmvnFJGPL88,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
IBdCAqzsOo0,IUPAC 04 - Name of Cyclo Compounds and Benzene Derivatives | Class 11 | IIT JEE | NEET | Pace Series,"Watch Ad Free Videos ( Completely FREE ) on Physicswallah App(https://bit.ly/2SHIPW6).
Download the App from Google Play Store.
Download Lecture Notes From Physicswallah App(https://bit.ly/2SHIPW6)
Notes Available at Home Page of the App(Home--Pace)

PACE - Class 11th : 

Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Duration:-3months (Nov 2020 - Feb 2021)
Free Batch Exclusive on our YouTube Channel:PhysicsWallah-Alakh Pandey

Batch Details

1)Best Faculties across India for different Subject/Topics.
2)Complete & Relevant Syllabus Coverage of Class-11th within 3 Months- Fastrack Nov 20,2020-Feb 20,2021
3)Monday-Sunday :  scheduled Classes everyday ( for each Physics, Chemistry,Mthematics & Biology)
4)FREE videos without ad available on app
5)Notes  Link on Description

Physics:Tues,Wed,Thur,Fri,Sat : 3:00 pm
Chemistry: Physical & Inorganic Chem: Mon,Tue,Wed,Thur,Fri:7:00 pm|| Organic Chemistry:Sat,Sun : 9:00 pm 
Mathematics:Wed,Thur,Fri,Sat,Sun: 5:00 pm
Biology:Wed,Thur,Fri,Sat,Sun: 10:00 am

4)Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Lakshya Batch-Complete Physics for Class 12th BOARDS/JEE MAIN/NEET
Yakeen Batch-Complete Fastrack Course(11th & 12th) for NEET
Accelerate Batch-Complete Fastrack Course of PCMB for Boards/NEET/JEE Mains
Prayas Batch-Complete Fastrack Course of PCM for JEE Mains &JEE Advanced

For more Details of the Batches visit PhysicsWallah App(https://bit.ly/2SHIPW6)


Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6",2020-12-05T04:30:02Z,"iupac,iupace 04,nomenclature,physicswallah nomenclature,pace series,naming of cyclo compounds,tips and tricks,pankaj sir,pankaj sir physicswallah,organic chamistry,physicswallah organic chemistry,class 11 iupac,jee neet,iupac for jee,iupac for neet,organic chemistry jee,organic chemistry neet,pace iupac,class 11 chemistry,class 11 chapter 12 chemistry,11 chapter 12 chemistry physicswallah,naming of benzene derivatives,benzene derivatives,cyclo compouds",27,PT1H10M27S,2052933,41918,3187,627,,Series,,NEET,,Others,,Others,,Others,,
XvmIAxKQcBM,,,,,,,,,,,,Others,,Others,,Others,,Others,,Others,,
ARG38m1PtdY,Basic Concept of Chemistry 05 | Percentage Composition | CLASS 11 | IIT JEE | NEET,"Watch Ad Free Videos ( Completely FREE ) on Physicswallah App(https://bit.ly/2SHIPW6).
Download the App from Google Play Store.
Download Lecture Notes From Physicswallah App(https://bit.ly/2SHIPW6)
Notes Available at Home Page of the App(Home--Pace)

PACE - Class 11th : 

Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Duration:-3months (Nov 2020 - Feb 2021)
Free Batch Exclusive on our YouTube Channel:PhysicsWallah-Alakh Pandey

Batch Details

1)Best Faculties across India for different Subject/Topics.
2)Complete & Relevant Syllabus Coverage of Class-11th within 3 Months- Fastrack Nov 20,2020-Feb 20,2021
3)Monday-Sunday :  scheduled Classes everyday ( for each Physics, Chemistry,Mthematics & Biology)
4)FREE videos without ad available on app
5)Notes  Link on Description

Physics:Tues,Wed,Thur,Fri,Sat : 3:00 pm
Chemistry: Physical & Inorganic Chem: Mon,Tue,Wed,Thur,Fri:7:00 pm|| Organic Chemistry:Sat,Sun : 9:00 pm 
Mathematics:Wed,Thur,Fri,Sat,Sun: 5:00 pm
Biology:Wed,Thur,Fri,Sat,Sun: 10:00 am

4)Scheduled Syllabus released describing :-
which topics will be taught for how many days.
Available at PhysicsWallah App :https://bit.ly/2SHIPW6

Lakshya Batch-Complete Physics for Class 12th BOARDS/JEE MAIN/NEET
Yakeen Batch-Complete Fastrack Course(11th & 12th) for NEET
Accelerate Batch-Complete Fastrack Course of PCMB for Boards/NEET/JEE Mains
Prayas Batch-Complete Fastrack Course of PCM for JEE Mains &JEE Advanced

For more Details of the Batches visit PhysicsWallah App(https://bit.ly/2SHIPW6)


Physicswallah Instagram Handle : https://www.instagram.com/physicswallah/ 
Physicswallah Facebook Page: https://www.facebook.com/physicswallah
Physicswallah Twitter Account : https://twitter.com/PhysicswallahAP?s=20

Physicswallah App on Google Play Store : https://bit.ly/2SHIPW6",2020-12-04T13:34:10Z,"some basic concepts of chemistry physicswallah,chapter 01 chemistry pace series,pace series,pace batch,chapter 01 some basic concepts of chemistry,class 11th chemistry,amit sir physicswallah,amit sir pace series,jee,neet,amit sir pw,class 11 chapter 01,basic concepts of chemistry,class 11 chemistry chapter 01,basic concepts of chemistry class 11,pecentage composition,percentage composition chemistry class 11,percentage compositition chemisty class 11 physicswallah",27,PT46M47S,702101,18058,1528,2807,,Others,,NEET,,Others,,Others,,Others,,
